PoB_ID,City,State,Country,Region,Group,Lat,Long
Upata_Bolivar_VE,Upata,Bolivar,VE,South America,Latin America and the Caribbean,8.016965,-62.405756
Upland_CA_US,Upland,CA,US,Northern America,Northern America,34.09751,-117.648388
Upland_PA_US,Upland,PA,US,Northern America,Northern America,39.852612,-75.382692
UpperDarby_PA_US,Upper Darby,PA,US,Northern America,Northern America,39.928446,-75.273795
Upright_VA_US,Upright,VA,US,Northern America,Northern America,37.809861,-76.837741
Upton_MA_US,Upton,MA,US,Northern America,Northern America,42.17454,-71.602288
Urama_Carabobo_VE,Urama,Carabobo,VE,South America,Latin America and the Caribbean,10.457019,-68.318285
Urazoe_Okinawa_JP,Urazoe,Okinawa,JP,Eastern Asia,Asia,26.58921,127.542181
Urbana_IL_US,Urbana,IL,US,Northern America,Northern America,40.111717,-88.207301
Urbandale_IA_US,Urbandale,IA,US,Northern America,Northern America,41.627455,-93.738062
Uriah_CA_US,Uriah,CA,US,Northern America,Northern America,36.701463,-118.755997
Urica_VE,Urica,,VE,South America,Latin America and the Caribbean,9.72234,-64.066566
Urribarri_VE,Urribarri,,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
US,,,US,Northern America,Northern America,39.78373,-100.445882
Usuki_Oita_JP,Usuki,Oita,JP,Eastern Asia,Asia,33.111729,131.803622
Utica_MI_US,Utica,MI,US,Northern America,Northern America,42.626145,-83.033538
Utica_NY_US,Utica,NY,US,Northern America,Northern America,43.100903,-75.232664
Utrecht_Utrecht_NL,Utrecht,Utrecht,NL,Western Europe,Europe,52.080952,5.12768
Utuado_PR,Utuado,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Uvalde_TX_US,Uvalde,TX,US,Northern America,Northern America,29.209684,-99.786168
Uwajima_Ehime_JP,Uwajima,Ehime,JP,Eastern Asia,Asia,33.222549,132.569176
Uxbridge_ON_CA,Uxbridge,ON,CA,Northern America,Northern America,44.107555,-79.127415
VA_US,,VA,US,Northern America,Northern America,37.123225,-78.492772
Vacamonte_PA,Vacamonte,,PA,Central America,Latin America and the Caribbean,8.913331,-79.696975
Vacaville_CA_US,Vacaville,CA,US,Northern America,Northern America,38.376044,-121.99547
Valdese_NC_US,Valdese,NC,US,Northern America,Northern America,35.740686,-81.563149
ValdOr_QC_CA,Val d'Or,QC,CA,Northern America,Northern America,48.097648,-77.800878
Valdosta_GA_US,Valdosta,GA,US,Northern America,Northern America,30.832702,-83.278485
Valencia_CA_US,Valencia,CA,US,Northern America,Northern America,34.146677,-117.272543
Valencia_Carabobo_VE,Valencia,Carabobo,VE,South America,Latin America and the Caribbean,10.170488,-68.001121
Valencia_DO,Valencia,,DO,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Valencia_Valencia_ES,Valencia,Valencia,ES,Southern Europe,Europe,39.469901,-0.375951
Valera_Trujillo_VE,Valera,Trujillo,VE,South America,Latin America and the Caribbean,9.314032,-70.606852
Valhalla_NY_US,Valhalla,NY,US,Northern America,Northern America,41.074819,-73.775133
ValledeGuanape_Anzoategui_VE,Valle de Guanape,Anzoategui,VE,South America,Latin America and the Caribbean,9.910855,-65.67554
ValledelaPascua_Guarico_VE,Valle de la Pascua,Guarico,VE,South America,Latin America and the Caribbean,9.213061,-66.002307
ValledeSantiago_MX,Valle de Santiago,,MX,Central America,Latin America and the Caribbean,20.390907,-101.180965
Vallejo_CA_US,Vallejo,CA,US,Northern America,Northern America,38.104086,-122.256637
ValleJuelo_DO,Valle Juelo,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
Valley_AL_US,Valley,AL,US,Northern America,Northern America,32.818741,-85.179385
ValleyStream_NY_US,Valley Stream,NY,US,Northern America,Northern America,40.66427,-73.708464
ValleyView_OK_US,Valley View,OK,US,Northern America,Northern America,33.945655,-97.670027
Valmeyer_IL_US,Valmeyer,IL,US,Northern America,Northern America,38.307953,-90.299323
Valparaiso_IN_US,Valparaiso,IN,US,Northern America,Northern America,41.473095,-87.061141
Valrico_FL_US,Valrico,FL,US,Northern America,Northern America,27.945857,-82.257869
Valverde_DO,Valverde,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
ValverdeMao_DO,Valverde Mao,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
Vancleave_MS_US,Vancleave,MS,US,Northern America,Northern America,30.540475,-88.687524
Vancouver_BC_CA,Vancouver,BC,CA,Northern America,Northern America,49.260894,-123.113938
Vancouver_WA_US,Vancouver,WA,US,Northern America,Northern America,45.630695,-122.674456
Vandalia_IL_US,Vandalia,IL,US,Northern America,Northern America,38.960601,-89.093678
Vanderbilt_MI_US,Vanderbilt,MI,US,Northern America,Northern America,45.14279,-84.660309
Vandergrift_PA_US,Vandergrift,PA,US,Northern America,Northern America,40.602843,-79.564767
Vandiver_AL_US,Vandiver,AL,US,Northern America,Northern America,33.470662,-86.513316
Vanesa_IN,Vanesa,,IN,Southern Asia,Asia,22.351115,78.667743
Vanier_QC_CA,Vanier,QC,CA,Northern America,Northern America,46.813991,-71.257971
VanNuys_CA_US,Van Nuys,CA,US,Northern America,Northern America,34.186658,-118.448729
Varennes_QC_CA,Varennes,QC,CA,Northern America,Northern America,45.683507,-73.43638
Vargas_VE,,Vargas,VE,South America,Latin America and the Caribbean,10.610543,-66.898243
Varnsville_SC_US,Varnsville,SC,US,Northern America,Northern America,33.687439,-80.436374
Vaughan_MS_US,Vaughan,MS,US,Northern America,Northern America,32.806523,-90.041752
Vaughn_WA_US,Vaughn,WA,US,Northern America,Northern America,47.344262,-122.763192
VE,,,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
VegaAlta_PR,Vega Alta,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
VegaBaja_PR,Vega Baja,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
VegadeAlatorre_Veracruz_MX,Vega de Alatorre,Veracruz,MX,Central America,Latin America and the Caribbean,20.028885,-96.649267
Velasco_CU,Velasco,,CU,Caribbean,Latin America and the Caribbean,21.920326,-78.320307
Venetia_PA_US,Venetia,PA,US,Northern America,Northern America,40.246737,-80.042275
Venice_CA_US,Venice,CA,US,Northern America,Northern America,33.995044,-118.466887
Venice_FL_US,Venice,FL,US,Northern America,Northern America,27.099871,-82.454413
Venice_IL_US,Venice,IL,US,Northern America,Northern America,38.672273,-90.169832
Venray_Limburg_NL,Venray,Limburg,NL,Western Europe,Europe,51.536714,5.972118
Ventress_LA_US,Ventress,LA,US,Northern America,Northern America,30.681853,-91.408168
Ventura_CA_US,Ventura,CA,US,Northern America,Northern America,34.364744,-119.310582
Veracruz_Veracruz_MX,Veracruz,Veracruz,MX,Central America,Latin America and the Caribbean,19.20022,-96.138569
Veraguas_PA,Veraguas,,PA,Central America,Latin America and the Caribbean,8.08868,-80.976315
Verboort_OR_US,Verboort,OR,US,Northern America,Northern America,45.549559,-123.086774
VerdugoHills_CA_US,Verdugo Hills,CA,US,Northern America,Northern America,36.701463,-118.755997
Verdun_QC_CA,Verdun,QC,CA,Northern America,Northern America,45.460389,-73.565192
Vergennes_VT_US,Vergennes,VT,US,Northern America,Northern America,44.168269,-73.251692
Vermilion_OH_US,Vermilion,OH,US,Northern America,Northern America,41.421989,-82.364607
Vermillion_SD_US,Vermillion,SD,US,Northern America,Northern America,42.779442,-96.92921
VermontSouth_Victoria_AU,Vermont South,Victoria,AU,Australia and New Zealand,Oceania,-37.854386,145.187807
Vernal_UT_US,Vernal,UT,US,Northern America,Northern America,40.455516,-109.528748
Vernon_BC_CA,Vernon,BC,CA,Northern America,Northern America,50.266667,-119.266667
Vernon_CT_US,Vernon,CT,US,Northern America,Northern America,41.81871,-72.47953
Vernon_TX_US,Vernon,TX,US,Northern America,Northern America,34.146258,-99.296862
VernonHills_IL_US,Vernon Hills,IL,US,Northern America,Northern America,42.219469,-87.979519
VeroBeach_CA_US,Vero Beach,CA,US,Northern America,Northern America,36.701463,-118.755997
VeroBeach_FL_US,Vero Beach,FL,US,Northern America,Northern America,27.638716,-80.39754
Verona_NJ_US,Verona,NJ,US,Northern America,Northern America,40.829822,-74.240147
Verona_Veneto_IT,Verona,Veneto,IT,Southern Europe,Europe,45.438496,10.992412
Verona_WI_US,Verona,WI,US,Northern America,Northern America,42.990549,-89.533557
Versailles_KY_US,Versailles,KY,US,Northern America,Northern America,38.052576,-84.729946
Vestal_NY_US,Vestal,NY,US,Northern America,Northern America,42.085075,-76.053813
VI,,,VI,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Vian_OK_US,Vian,OK,US,Northern America,Northern America,35.498428,-94.969675
VicenteLopez_BuenosAires_AR,Vicente Lopez,Buenos Aires,AR,South America,Latin America and the Caribbean,-34.524448,-58.503628
VicenteNoble_VicenteNoble_DO,Vicente Noble,,DO,Caribbean,Latin America and the Caribbean,18.384319,-71.179749
Vicentillo_DO,Vicentillo,,DO,Caribbean,Latin America and the Caribbean,18.883086,-69.20523
Vick_LA_US,Vick,LA,US,Northern America,Northern America,32.940957,-87.083328
Vicksburg_MI_US,Vicksburg,MI,US,Northern America,Northern America,32.352842,-90.877734
Vicksburg_MS_US,Vicksburg,MS,US,Northern America,Northern America,32.352842,-90.877734
Victor_IA_US,Victor,IA,US,Northern America,Northern America,41.731668,-92.297961
Victor_NY_US,Victor,NY,US,Northern America,Northern America,42.982563,-77.408879
Victoria_AU,,Victoria,AU,Australia and New Zealand,Oceania,-36.59861,144.678005
Victoria_BC_CA,Victoria,BC,CA,Northern America,Northern America,48.428333,-123.364927
Victoria_TX_US,Victoria,TX,US,Northern America,Northern America,28.829714,-96.972537
Victoria_VA_US,Victoria,VA,US,Northern America,Northern America,36.994874,-78.22722
VictoriaHarbour_BC_CA,Victoria Harbour,BC,CA,Northern America,Northern America,55,-125
Victorville_CA_US,Victorville,CA,US,Northern America,Northern America,34.536107,-117.291156
Victorville_PA_US,Victorville,PA,US,Northern America,Northern America,40.969989,-77.727883
Vidalia_GA_US,Vidalia,GA,US,Northern America,Northern America,32.217686,-82.413461
Vidalia_LA_US,Vidalia,LA,US,Northern America,Northern America,32.217686,-82.413461
Vienna_GA_US,Vienna,GA,US,Northern America,Northern America,32.091558,-83.795452
Vienna_LA_US,Vienna,LA,US,Northern America,Northern America,38.901301,-77.265158
Vienna_VA_US,Vienna,VA,US,Northern America,Northern America,38.901301,-77.265158
Vieques_PR,Vieques,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
VillaAltagracia_SanCristobal_DO,Villa Altagracia,San Cristobal,DO,Caribbean,Latin America and the Caribbean,18.672539,-70.169997
VillaCardel_Veracruz_MX,Villa Cardel,Veracruz,MX,Central America,Latin America and the Caribbean,20.672996,-97.587656
VillaClara_VillaClara_CU,Villa Clara,Villa Clara,CU,Caribbean,Latin America and the Caribbean,22.689861,-79.705592
VillaClara_DO,Villa Clara,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
VilladeCura_Aragua_VE,Villa de Cura,Aragua,VE,South America,Latin America and the Caribbean,10.035746,-67.486157
VilladeCura_DO,Villa de Cura,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
VilladelRosario_VE,Villa del Rosario,,VE,South America,Latin America and the Caribbean,10.324374,-72.314312
VillaDolores_Cordoba_AR,Villa Dolores,Cordoba,AR,South America,Latin America and the Caribbean,-31.944478,-65.190031
VillaFundacion_DO,Villa Fundacion,,DO,Caribbean,Latin America and the Caribbean,18.280485,-70.494737
VillaGonzalez_Santiago_DO,Villa Gonzalez,Santiago,DO,Caribbean,Latin America and the Caribbean,19.543128,-70.788306
VillaHermosa_DO,Villa Hermosa,,DO,Caribbean,Latin America and the Caribbean,18.448265,-69.015757
Villahermosa_Tabasco_MX,Villahermosa,Tabasco,MX,Central America,Latin America and the Caribbean,39.78373,-100.445882
VillaHidalgo_MX,Villa Hidalgo,,MX,Central America,Latin America and the Caribbean,21.673772,-102.58987
VillaIsabela_DO,Villa Isabela,,DO,Caribbean,Latin America and the Caribbean,19.821898,-71.055991
VillaJaragua_DO,Villa Jaragua,,DO,Caribbean,Latin America and the Caribbean,18.49308,-71.487256
VillaLaMata_DO,Villa La Mata,,DO,Caribbean,Latin America and the Caribbean,19.101269,-70.169026
Villalba_PR,Villalba,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
VillaLosAlmacigos_DO,Villa Los Almacigos,,DO,Caribbean,Latin America and the Caribbean,19.408804,-71.44203
VillaMella_SantoDomingo_DO,Villa Mella,Santo Domingo,DO,Caribbean,Latin America and the Caribbean,18.531096,-69.906438
Villanova_PA_US,Villanova,PA,US,Northern America,Northern America,40.037332,-75.349077
Villanueva_CO,Villanueva,,CO,South America,Latin America and the Caribbean,6.668993,-73.17435
VillaPark_CA_US,Villa Park,CA,US,Northern America,Northern America,33.814754,-117.820623
VillaRica_GA_US,Villa Rica,GA,US,Northern America,Northern America,33.732052,-84.919108
VillaRiva_Duarte_DO,Villa Riva,Duarte,DO,Caribbean,Latin America and the Caribbean,19.179582,-69.915927
VillaSuarez_DO,Villa Suarez,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
VillaTabaraArriba_DO,Villa Tabara Arriba,,DO,Caribbean,Latin America and the Caribbean,18.570315,-70.879153
VillaTapia_HermanasMirabal_DO,Villa Tapia,Hermanas Mirabal,DO,Caribbean,Latin America and the Caribbean,19.300574,-70.420597
VillaVasquez_MonteCristi_DO,Villa Vasquez,Monte Cristi,DO,Caribbean,Latin America and the Caribbean,19.721473,-71.444824
VillaVazquez_MonteCristi_DO,Villa Vazquez,Monte Cristi,DO,Caribbean,Latin America and the Caribbean,19.741378,-71.44555
VillaVerde_DO,Villa Verde,,DO,Caribbean,Latin America and the Caribbean,18.436569,-68.975699
VillePlatte_LA_US,Ville Platte,LA,US,Northern America,Northern America,30.687975,-92.271516
Vilnius_Vilnius_LT,Vilnius,Vilnius,LT,Northern Europe,Europe,54.684314,25.285398
Vincennes_IN_US,Vincennes,IN,US,Northern America,Northern America,38.677269,-87.528632
VincenteNoble_DO,Vincente Noble,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
Vineland_NJ_US,Vineland,NJ,US,Northern America,Northern America,39.486225,-75.025724
Vinemont_AL_US,Vinemont,AL,US,Northern America,Northern America,34.241765,-86.866114
Vinita_OK_US,Vinita,OK,US,Northern America,Northern America,36.638694,-95.154134
Vinton_IA_US,Vinton,IA,US,Northern America,Northern America,42.168606,-92.023514
Vinton_VA_US,Vinton,VA,US,Northern America,Northern America,37.280971,-79.896982
VinyardHaven_MA_US,Vinyard Haven,MA,US,Northern America,Northern America,42.378877,-72.032366
Viola_IL_US,Viola,IL,US,Northern America,Northern America,41.203091,-90.587079
Violet_LA_US,Violet,LA,US,Northern America,Northern America,38.157065,-80.142012
VirginiaBeach_VA_US,Virginia Beach,VA,US,Northern America,Northern America,36.852984,-75.977418
Viroca_Apure_VE,Viroca,Apure,VE,South America,Latin America and the Caribbean,7.166667,-68.833333
Viruaca_VE,Viruaca,,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
Visalia_CA_US,Visalia,CA,US,Northern America,Northern America,36.330228,-119.292058
Vista_CA_US,Vista,CA,US,Northern America,Northern America,33.200037,-117.242535
Vitkovice_CZ,Vitkovice,,CZ,Eastern Europe,Europe,50.679015,15.531201
Volga_WV_US,Volga,WV,US,Northern America,Northern America,39.078431,-80.13536
Voorhees_NJ_US,Vooerhees,NJ,US,Northern America,Northern America,40.481216,-74.483209
Wabash_IN_US,Wabash,IN,US,Northern America,Northern America,40.797821,-85.820541
Waco_TX_US,Waco,TX,US,Northern America,Northern America,31.549333,-97.146669
Waconia_MN_US,Waconia,MN,US,Northern America,Northern America,44.850796,-93.786909
Wadena_MN_US,Wadena,MN,US,Northern America,Northern America,46.442461,-95.136139
Wadesboro_NC_US,Wadesboro,NC,US,Northern America,Northern America,34.96821,-80.076727
WadingRiver_NY_US,Wading River,NY,US,Northern America,Northern America,40.950376,-72.842602
Wadsworth_OH_US,Wadsworth,OH,US,Northern America,Northern America,41.02561,-81.729852
Wagarville_AL_US,Wagarville,AL,US,Northern America,Northern America,44.030854,-84.467512
Wagner_SD_US,Wagner,SD,US,Northern America,Northern America,43.079716,-98.293134
Wagoner_OK_US,Wagoner,OK,US,Northern America,Northern America,35.959544,-95.369412
Wahiawa_HI_US,Wahiawa,HI,US,Northern America,Northern America,21.501061,-158.021173
Wailuku_HI_US,Wailuku,HI,US,Northern America,Northern America,20.891111,-156.504722
Waimea_HI_US,Waimea,HI,US,Northern America,Northern America,20.019971,-155.663458
Waipahu_HI_US,Waipahu,HI,US,Northern America,Northern America,21.386667,-158.009167
Wakanai_Hokkaido_JP,Wakanai,Hokkaido,JP,Eastern Asia,Asia,42.990348,142.496252
Wakarusa_IN_US,Wakarusa,IN,US,Northern America,Northern America,41.53616,-86.020833
Wakayama_Wakayama_JP,Wakayama,Wakayama,JP,Eastern Asia,Asia,34.234617,135.178218
WakeCounty_NC_US,Wake County,NC,US,Northern America,Northern America,35.980314,-78.510373
Wakefield_MA_US,Wakefield,MA,US,Northern America,Northern America,42.506484,-71.072831
Wakefield_RI_US,Wakefield,RI,US,Northern America,Northern America,41.437324,-71.501447
WakeForest_NC_US,Wake Forest,NC,US,Northern America,Northern America,35.98031,-78.510343
Waldwick_NJ_US,Waldwick,NJ,US,Northern America,Northern America,41.010653,-74.11792
WalkerSprings_AL_US,Walker Springs,AL,US,Northern America,Northern America,31.540717,-87.791108
Walkerville_SouthAustralia_AU,Walkerville,South Australia,AU,Australia and New Zealand,Oceania,-34.891411,138.618161
Wallaceburg_ON_CA,Wallaceburg,ON,CA,Northern America,Northern America,42.591005,-82.382526
WallaWalla_WA_US,Walla Walla,WA,US,Northern America,Northern America,46.065,-118.330278
Wallingford_CT_US,Wallingford,CT,US,Northern America,Northern America,41.457042,-72.823155
Wallingford_FL_US,Wallingford,FL,US,Northern America,Northern America,27.756767,-81.463983
Wallingford_PA_US,Wallingford,PA,US,Northern America,Northern America,39.890945,-75.362969
WallTownship_NJ_US,Wall Township,NJ,US,Northern America,Northern America,40.174369,-74.085401
Walnut_CA_US,Walnut,CA,US,Northern America,Northern America,34.020289,-117.865339
WalnutCove_NC_US,Walnut Cove,NC,US,Northern America,Northern America,36.295415,-80.141712
WalnutCreek_CA_US,Walnut Creek,CA,US,Northern America,Northern America,37.906313,-122.064963
Walnutport_PA_US,Walnutport,PA,US,Northern America,Northern America,40.754262,-75.598797
Walpole_MA_US,Walpole,MA,US,Northern America,Northern America,42.141765,-71.249498
Walsh_CO_US,Walsh,CO,US,Northern America,Northern America,37.386127,-102.278239
Walterboro_SC_US,Walterboro,SC,US,Northern America,Northern America,32.90517,-80.666769
Walters_OK_US,Walters,OK,US,Northern America,Northern America,34.359808,-98.307826
Waltham_MA_US,Waltham,MA,US,Northern America,Northern America,42.37564,-71.2358
Walton_KY_US,Walton,KY,US,Northern America,Northern America,38.875619,-84.610221
Wampum_PA_US,Wampum,PA,US,Northern America,Northern America,40.888118,-80.338119
Wanganui_Manawatu-Wanganui_NZ,Wanganui,Manawatu-Wanganui,NZ,Australia and New Zealand,Oceania,-39.934749,175.0539
Wantagh_NY_US,Wantagh,NY,US,Northern America,Northern America,40.683712,-73.510126
Wapakoneta_OH_US,Wapakoneta,OH,US,Northern America,Northern America,40.567827,-84.193559
Warden_WA_US,Warden,WA,US,Northern America,Northern America,46.967554,-119.039566
Ware_MA_US,Ware,MA,US,Northern America,Northern America,42.259815,-72.239802
WareCounty_GA_US,Ware County,GA,US,Northern America,Northern America,32.329381,-83.113737
Warilla_NewSouthWales_AU,Warilla,New South Wales,AU,Australia and New Zealand,Oceania,-34.552341,150.859444
Warminster_PA_US,Warminster,PA,US,Northern America,Northern America,40.204541,-75.103371
WarnerRobins_GA_US,Warner Robins,GA,US,Northern America,Northern America,32.598313,-83.625677
Warren_AR_US,Warren,AR,US,Northern America,Northern America,33.612609,-92.064583
Warren_MI_US,Warren,MI,US,Northern America,Northern America,42.477536,-83.0277
Warren_OH_US,Warren,OH,US,Northern America,Northern America,41.237557,-80.818417
Warren_OR_US,Warren,OR,US,Northern America,Northern America,45.819003,-122.848993
Warren_PA_US,Warren,PA,US,Northern America,Northern America,41.843949,-79.145044
Warrensburg_MO_US,Warrensburg,MO,US,Northern America,Northern America,38.762789,-93.73605
Warrenton_VA_US,Warrenton,VA,US,Northern America,Northern America,38.71355,-77.795367
WarrenvilleHeights_OH_US,Warrenville Heights,OH,US,Northern America,Northern America,40.225357,-82.688139
Warrington_Cheshire_GB,Warrington,Cheshire,GB,Northern Europe,Europe,53.38995,-2.594318
Warsaw_IN_US,Warsaw,IN,US,Northern America,Northern America,41.238102,-85.853054
Warwick_NY_US,Warwick,NY,US,Northern America,Northern America,41.256483,-74.359875
Warwick_RI_US,Warwick,RI,US,Northern America,Northern America,41.650527,-71.44212
Wasco_CA_US,Wasco,CA,US,Northern America,Northern America,35.594124,-119.340946
Waseca_MN_US,Waseca,MN,US,Northern America,Northern America,44.077664,-93.507577
Washington_DC_US,Washington,DC,US,Northern America,Northern America,38.894955,-77.036646
Washington_IN_US,Washington,IN,US,Northern America,Northern America,38.659215,-87.172789
Washington_MO_US,Washington,MO,US,Northern America,Northern America,38.558107,-91.012088
Washington_NC_US,Washington,NC,US,Northern America,Northern America,35.54937,-77.053557
Washington_NJ_US,Washington,NJ,US,Northern America,Northern America,40.758433,-74.979338
Washington_OK_US,Washington,OK,US,Northern America,Northern America,35.05897,-97.484586
Washington_PA_US,Washington,PA,US,Northern America,Northern America,40.17396,-80.246171
WashingtonCounty_MD_US,Washington County,MD,US,Northern America,Northern America,38.712531,-77.01246
WashingtonCourtHouse_OH_US,Washington Court House,OH,US,Northern America,Northern America,39.536451,-83.439084
WashingtonDepot_CT_US,Washington Depot,CT,US,Northern America,Northern America,41.640491,-73.319015
WashingtonTownship_NJ_US,Washington Township,NJ,US,Northern America,Northern America,39.662563,-74.591612
Waskom_TX_US,Waskom,TX,US,Northern America,Northern America,32.478764,-94.05963
Waterbury_CT_US,Waterbury,CT,US,Northern America,Northern America,41.558153,-73.051497
Waterford_CT_US,Waterford,CT,US,Northern America,Northern America,41.346147,-72.131768
Waterloo_IA_US,Waterloo,IA,US,Northern America,Northern America,42.492764,-92.342963
Waterloo_NY_US,Waterloo,NY,US,Northern America,Northern America,42.904788,-76.862737
Waterloo_ON_CA,Waterloo,ON,CA,Northern America,Northern America,43.465552,-80.521779
Waterproof_LA_US,Waterproof,LA,US,Northern America,Northern America,29.562992,-90.795092
Watertown_NY_US,Watertown,NY,US,Northern America,Northern America,43.974784,-75.910756
Watertown_SD_US,Watertown,SD,US,Northern America,Northern America,44.899211,-97.115289
Watertown_WI_US,Watertown,WI,US,Northern America,Northern America,43.194848,-88.728635
Waterville_ME_US,Waterville,ME,US,Northern America,Northern America,44.552011,-69.631712
Watervliet_NY_US,Watervliet,NY,US,Northern America,Northern America,42.730078,-73.70123
Watford_Hertfordshire_GB,Watford,Hertfordshire,GB,Northern Europe,Europe,51.655388,-0.395742
Watkinsville_GA_US,Watkinsville,GA,US,Northern America,Northern America,33.862896,-83.408771
Watseka_IL_US,Watseka,IL,US,Northern America,Northern America,40.776147,-87.736422
Watsontown_PA_US,Watsontown,PA,US,Northern America,Northern America,41.084473,-76.863073
Watsonville_CA_US,Watsonville,CA,US,Northern America,Northern America,36.95299,-121.769609
Wauchula_FL_US,Wauchula,FL,US,Northern America,Northern America,27.547259,-81.811471
Wauconda_IL_US,Wauconda,IL,US,Northern America,Northern America,42.258912,-88.139247
Waukee_IA_US,Waukee,IA,US,Northern America,Northern America,41.611371,-93.885707
Waukegan_IL_US,Waukegan,IL,US,Northern America,Northern America,42.363633,-87.844794
Waukesha_WI_US,Waukesha,WI,US,Northern America,Northern America,43.011678,-88.231481
Waukon_IA_US,Waukon,IA,US,Northern America,Northern America,43.269421,-91.475695
Wausau_WI_US,Wausau,WI,US,Northern America,Northern America,44.959602,-89.629824
Wauseon_OH_US,Wauseon,OH,US,Northern America,Northern America,41.546069,-84.136205
Waverly_IA_US,Waverly,IA,US,Northern America,Northern America,42.725814,-92.475463
Waverly_MO_US,Waverly,MO,US,Northern America,Northern America,40.91742,-96.528167
Waverly_NY_US,Waverly,NY,US,Northern America,Northern America,42.010352,-76.527166
Waxahachie_TX_US,Waxahachie,TX,US,Northern America,Northern America,32.386531,-96.848331
Waxhaw_NC_US,Waxhaw,NC,US,Northern America,Northern America,34.924594,-80.743402
Waycross_GA_US,Waycross,GA,US,Northern America,Northern America,31.213551,-82.354018
Wayne_MI_US,Wayne,MI,US,Northern America,Northern America,42.281427,-83.386321
Wayne_NJ_US,Wayne,NJ,US,Northern America,Northern America,40.949172,-74.23768
Wayne_PA_US,Wayne,PA,US,Northern America,Northern America,40.044015,-75.387862
Waynesboro_MS_US,Waynesboro,MS,US,Northern America,Northern America,31.676036,-88.634398
Waynesboro_PA_US,Waynesboro,PA,US,Northern America,Northern America,39.755927,-77.577769
Waynesboro_VA_US,Waynesboro,VA,US,Northern America,Northern America,38.067724,-78.89017
Waynesburg_PA_US,Waynesburg,PA,US,Northern America,Northern America,39.896464,-80.17923
Waynesville_NC_US,Waynesville,NC,US,Northern America,Northern America,35.488748,-82.988872
Weatherford_OK_US,Weatherford,OK,US,Northern America,Northern America,35.526163,-98.707574
Weatherford_TX_US,Weatherford,TX,US,Northern America,Northern America,32.75896,-97.797391
WebbCity_MO_US,Webb City,MO,US,Northern America,Northern America,37.146448,-94.463004
Webster_FL_US,Webster,FL,US,Northern America,Northern America,28.609995,-82.055083
Webster_MA_US,Webster,MA,US,Northern America,Northern America,42.050097,-71.880072
Webster_TX_US,Webster,TX,US,Northern America,Northern America,29.537732,-95.118264
WebsterCity_IA_US,Webster City,IA,US,Northern America,Northern America,42.46882,-93.818319
WebsterGroves_MO_US,Webster Groves,MO,US,Northern America,Northern America,38.586494,-90.355775
Weedpatch_CA_US,Weedpatch,CA,US,Northern America,Northern America,35.238017,-118.9151
Weehawken_NJ_US,Weehawken,NJ,US,Northern America,Northern America,40.769546,-74.020418
Weidman_MI_US,Weidman,MI,US,Northern America,Northern America,43.687528,-84.968913
Weimar_Thuringia_DE,Weimar,Thuringia,DE,Western Europe,Europe,50.980281,11.329086
Weimar_TX_US,Weimar,TX,US,Northern America,Northern America,29.70301,-96.78054
Weirton_WV_US,Weirton,WV,US,Northern America,Northern America,40.418957,-80.589517
Weiser_ID_US,Weiser,ID,US,Northern America,Northern America,44.250998,-116.969333
Welch_OK_US,Welch,OK,US,Northern America,Northern America,36.873685,-95.095797
Welch_WV_US,Welch,WV,US,Northern America,Northern America,37.432889,-81.584436
Welland_ON_CA,Welland,ON,CA,Northern America,Northern America,42.992397,-79.249103
WellesleyHills_MA_US,Wellesley Hills,MA,US,Northern America,Northern America,42.30833,-71.278095
Wellington_CO_US,Wellington,CO,US,Northern America,Northern America,40.703871,-105.008586
Wellington_FL_US,Wellington,FL,US,Northern America,Northern America,26.658678,-80.241436
Wellington_KS_US,Wellington,KS,US,Northern America,Northern America,37.2653,-97.371712
Wellington_NZ,Wellington,,NZ,Australia and New Zealand,Oceania,-41.288764,174.777224
Wellington_TX_US,Wellington,TX,US,Northern America,Northern America,34.856166,-100.213726
Wellsboro_PA_US,Wellsboro,PA,US,Northern America,Northern America,41.748684,-77.30053
Wellston_OH_US,Wellston,OH,US,Northern America,Northern America,39.123405,-82.532938
Wellsville_NY_US,Wellsville,NY,US,Northern America,Northern America,42.122013,-77.948057
Wenatchee_WA_US,Wenatchee,WA,US,Northern America,Northern America,47.42346,-120.310349
Wendell_ID_US,Wendell,ID,US,Northern America,Northern America,42.775737,-114.704217
