PoB_ID,City,State,Country,Region,Group,Lat,Long
Callery_PA_US,Callery,PA,US,Northern America,Northern America,40.740621,-80.036449
Calobozo_VE,Calobozo,,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
Calumet_PA_US,Calumet,PA,US,Northern America,Northern America,40.210904,-79.485316
Camaguey_Camaguey_CU,Camaguey,Camaguey,CU,Caribbean,Latin America and the Caribbean,21.385615,-77.913919
Camarillo_CA_US,Camarillo,CA,US,Northern America,Northern America,34.216394,-119.037602
Cambiaso_PuertoPlata_DO,Cambiaso,Puerto Plata,DO,Caribbean,Latin America and the Caribbean,19.744433,-70.800076
Cambita_DO,Cambita,,DO,Caribbean,Latin America and the Caribbean,18.453639,-70.193549
CambitaGarabito_SanCristobal_DO,Cambita Garabito,San Cristobal,DO,Caribbean,Latin America and the Caribbean,18.52009,-70.207677
CambriaHeights_NY_US,Cambria Heights,NY,US,Northern America,Northern America,40.694547,-73.738465
Cambridge_MA_US,Cambridge,MA,US,Northern America,Northern America,42.377274,-71.130574
Cambridge_MD_US,Cambridge,MD,US,Northern America,Northern America,38.563174,-76.078829
Cambridge_OH_US,Cambridge,OH,US,Northern America,Northern America,40.031183,-81.588456
Cambridge_ON_CA,Cambridge,ON,CA,Northern America,Northern America,43.384299,-80.309806
Camden_AR_US,Camden,AR,US,Northern America,Northern America,33.584558,-92.834329
Camden_DE_US,Camden,DE,US,Northern America,Northern America,39.104406,-75.555916
Camden_ME_US,Camden,ME,US,Northern America,Northern America,44.210048,-69.065151
Camden_NewSouthWales_AU,Camden,New South Wales,AU,Australia and New Zealand,Oceania,-34.053232,150.696171
Camden_NJ_US,Camden,NJ,US,Northern America,Northern America,39.944844,-75.119869
Camden_NY_US,Camden,NY,US,Northern America,Northern America,43.334514,-75.747964
Camden_SC_US,Camden,SC,US,Northern America,Northern America,34.246539,-80.607024
CamdenCounty_NJ_US,Camden County,NJ,US,Northern America,Northern America,39.94484,-75.119891
Camel_CA_US,Camel,CA,US,Northern America,Northern America,36.701463,-118.755997
Cameron_TX_US,Cameron,TX,US,Northern America,Northern America,30.853245,-96.97693
Campbell_CA_US,Campbell,CA,US,Northern America,Northern America,37.288326,-121.945633
CampbellHill_IL_US,Campbell Hill,IL,US,Northern America,Northern America,37.930051,-89.548985
CampbellRiver_BC_CA,Campbell River,BC,CA,Northern America,Northern America,50.023161,-125.24409
Campbellsport_WI_US,Campbellsport,WI,US,Northern America,Northern America,43.597773,-88.278987
Campbellstown_OH_US,Campbellstown,OH,US,Northern America,Northern America,39.787828,-84.760235
Campbellsville_KY_US,Campbellsville,KY,US,Northern America,Northern America,37.343397,-85.341907
CampCook_CA_US,Camp Cook,CA,US,Northern America,Northern America,36.701463,-118.755997
Campeche_Campeche_MX,Campeche,Campeche,MX,Central America,Latin America and the Caribbean,32.564529,-114.998369
Campechuela_Granma_CU,Campechuela,Granma,CU,Caribbean,Latin America and the Caribbean,20.236003,-77.281266
CampHill_PA_US,Camp Hill,PA,US,Northern America,Northern America,40.239812,-76.919974
Campina_ElSeibo_DO,Campina,El Seibo,DO,Caribbean,Latin America and the Caribbean,18.785417,-69.019678
CampLeJeune_NC_US,Camp LeJeune,NC,US,Northern America,Northern America,34.683511,-77.341464
Campobello_SC_US,Campobello,SC,US,Northern America,Northern America,35.115671,-82.150111
CampodelaCruz_Atlantico_CO,Campo de la Cruz,Atlantico,CO,South America,Latin America and the Caribbean,10.380163,-74.881412
CampPendleton_CA_US,Camp Pendleton,CA,US,Northern America,Northern America,33.354534,-117.424173
Camuy_PR,Camuy,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Canaan_CT_US,Canaan,CT,US,Northern America,Northern America,42.027315,-73.329283
CanaChapeton_DO,Cana Chapeton,,DO,Caribbean,Latin America and the Caribbean,19.605461,-71.252722
CanalZone_PA,Canal Zone,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Canandaigua_NY_US,Canandaigua,NY,US,Northern America,Northern America,42.884463,-77.278399
Cananea_Sonora_MX,Cananea,Sonora,MX,Central America,Latin America and the Caribbean,30.983511,-110.301363
Canberra_CapitalTerritory_AU,Canberra,Capital Territory,AU,Australia and New Zealand,Oceania,-35.281207,149.128766
Cancun_QuintanaRoo_MX,Cancun,Quintana Roo,MX,Central America,Latin America and the Caribbean,21.161829,-86.82505
Candler_NC_US,Candler,NC,US,Northern America,Northern America,35.536498,-82.692907
CaneySprings_TN_US,Caney Springs,TN,US,Northern America,Northern America,35.773008,-86.282008
Canfield_OH_US,Canfield,OH,US,Northern America,Northern America,41.025058,-80.760912
CanogaPark_CA_US,Canoga Park,CA,US,Northern America,Northern America,34.201078,-118.597826
CanonCity_CO_US,Canon City,CO,US,Northern America,Northern America,38.442364,-105.222495
Canonsburg_PA_US,Canonsburg,PA,US,Northern America,Northern America,40.26257,-80.18728
Canora_SK_CA,Canora,SK,CA,Northern America,Northern America,51.636119,-102.430794
Canota_CA_US,Canota,CA,US,Northern America,Northern America,36.701463,-118.755997
Canovanas_PR,Canovanas,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Cansahcab_Yucatan_MX,Cansahcab,Yucatan,MX,Central America,Latin America and the Caribbean,21.15698,-89.102835
Cantaura_Anzoategui_VE,Cantaura,Anzoategui,VE,South America,Latin America and the Caribbean,9.306566,-64.359298
Canton_IL_US,Canton,IL,US,Northern America,Northern America,40.558095,-90.035117
Canton_MA_US,Canton,MA,US,Northern America,Northern America,42.158432,-71.144773
Canton_MS_US,Canton,MS,US,Northern America,Northern America,32.612638,-90.036751
Canton_OH_US,Canton,OH,US,Northern America,Northern America,40.798952,-81.378444
Canton_PA_US,Canton,PA,US,Northern America,Northern America,41.656464,-76.853293
Cantonment_FL_US,Cantonment,FL,US,Northern America,Northern America,30.608527,-87.339976
Canyon_TX_US,Canyon,TX,US,Northern America,Northern America,34.978088,-101.883977
Canyonville_OR_US,Canyonville,OR,US,Northern America,Northern America,42.927612,-123.281202
CapeCoral_FL_US,Cape Coral,FL,US,Northern America,Northern America,26.606923,-81.980263
CapeGirardeau_MO_US,Cape Girardeau,MO,US,Northern America,Northern America,37.305884,-89.518148
CapeMay_NJ_US,Cape May,NJ,US,Northern America,Northern America,38.935113,-74.906005
CapeMayCourtHouse_NJ_US,Cape May Court House,NJ,US,Northern America,Northern America,39.082614,-74.823786
CapeTown_ZA,Cape Town,,ZA,Southern Africa,Africa,-33.928992,18.417396
CapeVincent_NY_US,Cape Vincent,NY,US,Northern America,Northern America,44.12783,-76.333001
Capital_AR,Capital,,AR,South America,Latin America and the Caribbean,-31.647279,-60.643036
Capotille_HT,Capotille,,HT,Caribbean,Latin America and the Caribbean,19.447942,-71.692974
Capragotta_IT,Capragotta,,IT,Southern Europe,Europe,42.638426,12.674297
Caraballeda_VE,Caraballeda,,VE,South America,Latin America and the Caribbean,10.61229,-66.847162
Carabobo_Carabobo_VE,Carabobo,Carabobo,VE,South America,Latin America and the Caribbean,8.56526,-71.176419
Caracas_DistritoFederal_VE,,Carabobo,VE,South America,Latin America and the Caribbean,10.166667,-68.083333
Carbon_OK_US,Carbon,OK,US,Northern America,Northern America,34.926209,-95.639152
Carbondale_IL_US,Carbondale,IL,US,Northern America,Northern America,37.727469,-89.216655
Carbondale_PA_US,Carbondale,PA,US,Northern America,Northern America,41.573694,-75.501851
Cardenas_Matanzas_CU,Cardenas,Matanzas,CU,Caribbean,Latin America and the Caribbean,23.038518,-81.204852
CardiganHead_PE_CA,Cardigan Head,PE,CA,Northern America,Northern America,46.335551,-63.146668
Cardora_VE,Cadora,,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
Carendon_SC_US,Carendon,SC,US,Northern America,Northern America,33.687439,-80.436374
Cariaco_Sucre_VE,Cariaco,Sucre,VE,South America,Latin America and the Caribbean,10.495477,-63.553609
Caricuao_VE,Caricuao,,VE,South America,Latin America and the Caribbean,10.432886,-66.975169
Caringbah_NewSouthWales_AU,Caringbah,New South Wales,AU,Australia and New Zealand,Oceania,-34.035448,151.124802
Caripe_Monagas_VE,Caripe,Monagas,VE,South America,Latin America and the Caribbean,10.175139,-63.509275
Caripito_Monagas_VE,Caripito,Monagas,VE,South America,Latin America and the Caribbean,10.112386,-63.103437
Carlisle_OH_US,Carlisle,OH,US,Northern America,Northern America,39.582003,-84.320219
Carlisle_PA_US,Carlisle,PA,US,Northern America,Northern America,40.201824,-77.189389
Carlos_MD_US,Carlos,MD,US,Northern America,Northern America,39.623144,-78.956969
Carlos_VE,Carlos,,VE,South America,Latin America and the Caribbean,10.576344,-66.970511
Carlsbad_CA_US,Carlsbad,CA,US,Northern America,Northern America,33.158093,-117.350594
Carlsbad_NM_US,Carlsbad,NM,US,Northern America,Northern America,32.420726,-104.228776
Carlstadt_NJ_US,Carlstadt,NJ,US,Northern America,Northern America,40.840378,-74.090697
Carlton_Victoria_AU,Carlton,Victoria,AU,Australia and New Zealand,Oceania,-37.800423,144.968434
Carlyle_IL_US,Carlyle,IL,US,Northern America,Northern America,38.610326,-89.37258
Carmel_CA_US,Carmel,CA,US,Northern America,Northern America,38.755113,-121.353309
Carmel_IN_US,Carmel,IN,US,Northern America,Northern America,39.978371,-86.118043
Carmel_NY_US,Carmel,NY,US,Northern America,Northern America,41.426636,-73.678827
Carmichael_CA_US,Carmichael,CA,US,Northern America,Northern America,38.617127,-121.328284
Carnegie_OK_US,Carnegie,OK,US,Northern America,Northern America,35.10367,-98.603674
Carnesville_GA_US,Carnesville,GA,US,Northern America,Northern America,34.369827,-83.235155
Carney_OK_US,Carney,OK,US,Northern America,Northern America,35.808393,-97.012807
CarneysPoint_NJ_US,Carneys Point,NJ,US,Northern America,Northern America,39.711225,-75.470196
CarolCity_FL_US,Carol City,FL,US,Northern America,Northern America,25.940649,-80.245604
Caroleen_NC_US,Caroleen,NC,US,Northern America,Northern America,35.280956,-81.796212
Carolina_PR,Carolina,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Carora_Lara_VE,Carora,Lara,VE,South America,Latin America and the Caribbean,10.165648,-70.081431
Carrboro_NC_US,Carrboro,NC,US,Northern America,Northern America,35.910144,-79.075289
Carreras_Durango_MX,Carreras,Durango,MX,Central America,Latin America and the Caribbean,24.833333,-104.833333
Carrizal_VE,Carrizal,,VE,South America,Latin America and the Caribbean,10.347384,-66.992685
Carroll_IA_US,Carroll,IA,US,Northern America,Northern America,42.065161,-94.866686
Carrollton_GA_US,Carrollton,GA,US,Northern America,Northern America,33.58011,-85.076611
Carrollton_MO_US,Carrollton,MO,US,Northern America,Northern America,39.358354,-93.495767
Carrollton_TX_US,Carrollton,TX,US,Northern America,Northern America,32.953735,-96.890282
Carson_CA_US,Carson,CA,US,Northern America,Northern America,33.832204,-118.251755
CarsonCity_NV_US,Carson City,NV,US,Northern America,Northern America,39.163798,-119.767403
Carswell_WV_US,Carswell,WV,US,Northern America,Northern America,37.439559,-81.508716
Cartagena_Bolivar_CO,Cartagena,Bolivar,CO,South America,Latin America and the Caribbean,10.423604,-75.524172
Cartagena_DO,Cartagena,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
CartagenadeIndias_DO,Cartagenade Indias,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
Cartersville_GA_US,Cartersville,GA,US,Northern America,Northern America,34.180725,-84.752908
Cartersville_IL_US,Cartersville,IL,US,Northern America,Northern America,36.727637,-79.383913
Carthage_MO_US,Carthage,MO,US,Northern America,Northern America,37.176447,-94.310223
Carthage_MS_US,Carthage,MS,US,Northern America,Northern America,31.526556,-91.44595
Carthage_NC_US,Carthage,NC,US,Northern America,Northern America,35.345802,-79.417054
Carthage_NY_US,Carthage,NY,US,Northern America,Northern America,43.978124,-75.609359
Carthage_TX_US,Carthage,TX,US,Northern America,Northern America,32.157041,-94.338114
Caruao_VE,Caruao,,VE,South America,Latin America and the Caribbean,10.605485,-66.348853
Carupano_Sucre_VE,Carupano,Sucre,VE,South America,Latin America and the Caribbean,10.665123,-63.252205
Caruthersville_MO_US,Caruthersville,MO,US,Northern America,Northern America,36.193125,-89.655635
Cary_IL_US,Cary,IL,US,Northern America,Northern America,35.788297,-78.781192
Cary_NC_US,Cary,NC,US,Northern America,Northern America,35.788297,-78.781192
Caryville_FL_US,Caryville,FL,US,Northern America,Northern America,30.773244,-85.8141
Casanay_Sucre_VE,Casanay,Sucre,VE,South America,Latin America and the Caribbean,10.504345,-63.418262
CasasGrandes_Chihuahua_MX,Casas Grandes,Chihuahua,MX,Central America,Latin America and the Caribbean,30.375881,-107.951667
Cascade_IA_US,Cascade,IA,US,Northern America,Northern America,42.298488,-91.014223
Casper_WY_US,Casper,WY,US,Northern America,Northern America,42.866632,-106.313081
CassCity_MI_US,Cass City,MI,US,Northern America,Northern America,43.600852,-83.174669
Cassity_WV_US,Cassity,WV,US,Northern America,Northern America,38.826217,-80.034797
Castaic_CA_US,Castaic,CA,US,Northern America,Northern America,34.488882,-118.622866
Castanuela_MonteCristi_DO,Castanuela,Monte Cristi,DO,Caribbean,Latin America and the Caribbean,19.702265,-71.494375
Castillo_DO,Castillo,,DO,Caribbean,Latin America and the Caribbean,19.208354,-70.027712
CastleRock_CO_US,Castle Rock,CO,US,Northern America,Northern America,39.372659,-104.858426
Castleton_KS_US,Castleton,KS,US,Northern America,Northern America,37.86779,-97.969221
CastroValley_CA_US,Castro Valley,CA,US,Northern America,Northern America,37.694086,-122.08636
Castroville_TX_US,Castroville,TX,US,Northern America,Northern America,29.3565,-98.878884
Catano_PR,Catano,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Catarina_NI,Catarina,,NI,Central America,Latin America and the Caribbean,11.910392,-86.074295
Catawba_NC_US,Catawba,NC,US,Northern America,Northern America,35.707356,-81.075634
CatawbaCounty_NC_US,Catawba County,NC,US,Northern America,Northern America,35.707356,-81.075634
Catherine_KS_US,Catherine,KS,US,Northern America,Northern America,38.27312,-98.582187
CatiaLaMar_Vargas_VE,Catia La Mar,Vargas,VE,South America,Latin America and the Caribbean,10.599863,-67.028387
Catskill_NY_US,Catskill,NY,US,Northern America,Northern America,42.21731,-73.864573
Caucagua_Miranda_VE,Caucagua,Miranda,VE,South America,Latin America and the Caribbean,10.283103,-66.376627
Cauce_HT,Cauce,,HT,Caribbean,Latin America and the Caribbean,19.139995,-72.357097
CaveCity_KY_US,Cave City,KY,US,Northern America,Northern America,37.136754,-85.956217
CaveCreek_AZ_US,Cave Creek,AZ,US,Northern America,Northern America,33.840263,-111.925978
Cayetano_DO,Cayetano,,DO,Caribbean,Latin America and the Caribbean,19.344619,-70.482174
Cayey_PR,Cayey,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Cazenovia_WI_US,Cazenovia,WI,US,Northern America,Northern America,43.523035,-90.196238
Cazuela_DO,Cazuela,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
CedarCity_UT_US,Cedar City,UT,US,Northern America,Northern America,37.677477,-113.061893
CedarFalls_IA_US,Cedar Falls,IA,US,Northern America,Northern America,42.527762,-92.445465
CedarHill_TX_US,Cedar Hill,TX,US,Northern America,Northern America,32.588469,-96.956115
CedarPark_TX_US,Cedar Park,TX,US,Northern America,Northern America,30.464479,-97.821124
CedarRapids_IA_US,Cedar Rapids,IA,US,Northern America,Northern America,41.975887,-91.670405
Cedral_SanLuisPotosi_MX,Cedral,San Luis Potosi,MX,Central America,Latin America and the Caribbean,23.820536,-100.724289
Ceiba_PR,Ceiba,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
CeibadelAgua_CU,Ceiba del Agua,,CU,Caribbean,Latin America and the Caribbean,22.877585,-82.637723
Centennial_CO_US,Centennial,CO,US,Northern America,Northern America,39.579155,-104.876923
Center_TX_US,Center,TX,US,Northern America,Northern America,31.795451,-94.179086
Centerburg_OH_US,Centerburg,OH,US,Northern America,Northern America,40.304507,-82.696283
Centereach_NY_US,Centereach,NY,US,Northern America,Northern America,40.858432,-73.099554
CenterMoriches_NY_US,Center Moriches,NY,US,Northern America,Northern America,40.800377,-72.789823
CenterPoint_AR_US,Center Point,AR,US,Northern America,Northern America,35.097308,-92.147371
Centerville_IA_US,Centerville,IA,US,Northern America,Northern America,40.73418,-92.874088
Centerville_IL_US,Centerville,IL,US,Northern America,Northern America,41.649013,-70.348118
Centerville_IN_US,Centerville,IN,US,Northern America,Northern America,39.817825,-84.996352
Centerville_MS_US,Centerville,MS,US,Northern America,Northern America,33.454289,-90.035084
Centerville_OH_US,Centerville,OH,US,Northern America,Northern America,39.628393,-84.159382
Centerville_TN_US,Centerville,TN,US,Northern America,Northern America,35.778957,-87.466959
Centerville_VA_US,Centerville,VA,US,Northern America,Northern America,38.338461,-79.005585
CentralAlava_CU,Central Alava,,CU,Caribbean,Latin America and the Caribbean,23.013134,-80.832875
CentralCity_KY_US,Central City,KY,US,Northern America,Northern America,37.293932,-87.123329
CentralCity_NE_US,Central City,NE,US,Northern America,Northern America,41.115848,-98.001725
CentralCunagua_CU,Central Cunagua,,CU,Caribbean,Latin America and the Caribbean,22.084227,-78.340668
CentralFalls_RI_US,Central Falls,RI,US,Northern America,Northern America,41.890655,-71.392278
CentralHatillo_CU,Central Hatillo,,CU,Caribbean,Latin America and the Caribbean,22.5125,-80.006518
Centralia_IL_US,Centralia,IL,US,Northern America,Northern America,38.525049,-89.133404
Centralia_WA_US,Centralia,WA,US,Northern America,Northern America,46.720449,-122.96143
CentralIslip_NY_US,Central Islip,NY,US,Northern America,Northern America,40.790654,-73.201781
CentralMercedes_CU,Central Mercedes,,CU,Caribbean,Latin America and the Caribbean,22.244047,-80.787867
CentralPoint_OR_US,Central Point,OR,US,Northern America,Northern America,42.376782,-122.912721
CentralPortugalete_Havana_CU,Central Portugalete,Havana,CU,Caribbean,Latin America and the Caribbean,23.158634,-82.328246
CentralTacarigua_Carabobo_VE,Central Tacarigua,Carabobo,VE,South America,Latin America and the Caribbean,10.088538,-67.9231
CentralTinguaro_CU,Central Tinguaro,,CU,Caribbean,Latin America and the Caribbean,22.761709,-80.973139
CentralUnion_CU,Central Union,,CU,Caribbean,Latin America and the Caribbean,23.026657,-82.027439
Centre_AL_US,Centre,AL,US,Northern America,Northern America,34.152041,-85.678853
CentreHall_PA_US,Centre Hall,PA,US,Northern America,Northern America,40.847564,-77.686109
Centreville_IL_US,Centreville,IL,US,Northern America,Northern America,38.840391,-77.428877
Centreville_MS_US,Centreville,MS,US,Northern America,Northern America,31.08962,-91.068438
Centurion_ZA,Centurion,,ZA,Southern Africa,Africa,-25.836389,28.180278
Century_FL_US,Century,FL,US,Northern America,Northern America,30.973238,-87.263863
Ceres_CA_US,Ceres,CA,US,Northern America,Northern America,37.594932,-120.95771
Cerritos_CA_US,Cerritos,CA,US,Northern America,Northern America,33.864429,-118.053932
CerroAzul_Veracruz_MX,Cerro Azul,Veracruz,MX,Central America,Latin America and the Caribbean,18.511389,-95.342778
Cesena_Emilia-Romagna_IT,Cesena,Emilia-Romagna,IT,Southern Europe,Europe,44.136352,12.242244
Ceyala_MX,Ceyala,,MX,Central America,Latin America and the Caribbean,22.500049,-100.000037
Chacachacare_NuevaEsparta_VE,Chacachacare,NuevaEsparta,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
Chacao_Miranda_VE,Chacao,Miranda,VE,South America,Latin America and the Caribbean,10.516527,-66.850378
Chadbourne_NC_US,Chadbourne,NC,US,Northern America,Northern America,35.672964,-79.039292
Chalmette_LA_US,Chalmette,LA,US,Northern America,Northern America,29.942789,-89.962937
Chambersburg_PA_US,Chambersburg,PA,US,Northern America,Northern America,39.94059,-77.659862
Chamblee_GA_US,Chamblee,GA,US,Northern America,Northern America,33.892176,-84.29883
Champaign_IL_US,Champaign,IL,US,Northern America,Northern America,40.116421,-88.243383
Chandler_AZ_US,Chandler,AZ,US,Northern America,Northern America,33.306674,-111.84086
Changuinola_BocasdelToro_PA,Changuinola,Bocas del Toro,PA,Central America,Latin America and the Caribbean,9.444226,-82.51933
Channahon_IL_US,Channahon,IL,US,Northern America,Northern America,41.429475,-88.228673
Channelview_TX_US,Channelview,TX,US,Northern America,Northern America,29.77606,-95.114653
Chanute_KS_US,Chanute,KS,US,Northern America,Northern America,37.679214,-95.457203
ChapelHill_NC_US,Chapel Hill,NC,US,Northern America,Northern America,35.9132,-79.055844
ChapelHill_TN_US,Chapel Hill,TN,US,Northern America,Northern America,35.598683,-88.486716
Chapman_AL_US,Chapman,AL,US,Northern America,Northern America,31.671269,-86.712195
Chapmansboro_TN_US,Chapmansboro,TN,US,Northern America,Northern America,36.312275,-87.141393
Charallave_Miranda_VE,Charallave,Miranda,VE,South America,Latin America and the Caribbean,10.24566,-66.858661
Chardon_OH_US,Chardon,OH,US,Northern America,Northern America,41.582466,-81.20334
Charleroi_PA_US,Charleroi,PA,US,Northern America,Northern America,40.13785,-79.898103
Charlesbourg_QC_CA,Charlesbourg,QC,CA,Northern America,Northern America,46.860845,-71.269122
CharlesCity_IA_US,Charles City,IA,US,Northern America,Northern America,43.066361,-92.672411
Charleston_IL_US,Charleston,IL,US,Northern America,Northern America,39.496146,-88.176152
Charleston_MO_US,Charleston,MO,US,Northern America,Northern America,36.920885,-89.350631
Charleston_MS_US,Charleston,MS,US,Northern America,Northern America,34.007008,-90.054892
Charleston_SC_US,Charleston,SC,US,Northern America,Northern America,32.787601,-79.940273
Charleston_WV_US,Charleston,WV,US,Northern America,Northern America,38.350599,-81.633281
Charlestown_WV_US,Charlestown,WV,US,Northern America,Northern America,38.475841,-80.840841
Charlevoix_MI_US,Charlevoix,MI,US,Northern America,Northern America,45.317649,-85.258348
Charlotte_NC_US,Charlotte,NC,US,Northern America,Northern America,35.227087,-80.843127
CharlotteAmalie_StThomas_VI,Charlotte Amalie,St. Thomas,VI,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Charlottesville_VA_US,Charlottesville,VA,US,Northern America,Northern America,38.011833,-78.487555
Charlottetown_PE_CA,Charlottetown,PE,CA,Northern America,Northern America,46.23331,-63.131028
Charlottsville_VA_US,Charlottsville,VA,US,Northern America,Northern America,40.644786,-78.276958
Chatham_GA_US,Chatham,GA,US,Northern America,Northern America,41.682056,-69.959738
Chatham_IL_US,Chatham,IL,US,Northern America,Northern America,41.682056,-69.959738
Chatham_NB_CA,Chatham,NB,CA,Northern America,Northern America,47.029443,-65.462579
Chatham_NJ_US,Chatham,NJ,US,Northern America,Northern America,40.740934,-74.383762
Chatham_ON_CA,Catham,ON,CA,Northern America,Northern America,50.000678,-86.000977
ChathamCounty_NC_US,Chatham County,NC,US,Northern America,Northern America,35.610439,-77.361631
Chatsworth_CA_US,Chatsworth,CA,US,Northern America,Northern America,34.259572,-118.602325
Chattahoochee_FL_US,Chattahoochee,FL,US,Northern America,Northern America,30.705192,-84.842976
Chattahoochee_GA_US,Chattahoochee,GA,US,Northern America,Northern America,33.808439,-84.481875
Chattanooga_TN_US,Chattanooga,TN,US,Northern America,Northern America,35.04563,-85.30968
Chattaroy_WV_US,Chattaroy,WV,US,Northern America,Northern America,37.703025,-82.281391
Cheektowaga_NY_US,Cheektowaga,NY,US,Northern America,Northern America,42.903392,-78.754754
Chehalis_WA_US,Chehalis,WA,US,Northern America,Northern America,46.659965,-122.963432
Chelan_WA_US,Chelan,WA,US,Northern America,Northern America,47.84097,-120.016459
Chelsea_MA_US,Chelsea,MA,US,Northern America,Northern America,42.391764,-71.032828
Cheltenham_Victoria_AU,Cheltenham,Victoria,AU,Australia and New Zealand,Oceania,-37.963418,145.061567
Cheongju_KR,Cheongju,,KR,Eastern Asia,Asia,36.558191,127.940856
Chepachet_RI_US,Chepachet,RI,US,Northern America,Northern America,41.915099,-71.671455
Chepo_PA,Chepo,,PA,Central America,Latin America and the Caribbean,7.729258,-80.821938
Cheraw_SC_US,Cheraw,SC,US,Northern America,Northern America,34.697656,-79.883397
Cherokee_IA_US,Cherokee,IA,US,Northern America,Northern America,42.749428,-95.551674
Cherokee_OK_US,Cherokee,OK,US,Northern America,Northern America,36.754475,-98.35674
CherokeeCounty_AL_US,Cherokee County,AL,US,Northern America,Northern America,33.258882,-86.829534
CherokeeFalls_SC_US,Cherokee Falls,SC,US,Northern America,Northern America,35.064852,-81.542315
Cherryfield_ME_US,Cherryfield,ME,US,Northern America,Northern America,44.607299,-67.925837
CherryHill_NJ_US,Cherry Hill,NJ,US,Northern America,Northern America,39.934835,-75.030726
CherryLog_GA_US,Cherry Log,GA,US,Northern America,Northern America,34.780362,-84.390756
CherryPoint_NC_US,Cherry Point,NC,US,Northern America,Northern America,34.238502,-78.965584
CherryValley_CA_US,Cherry Valley,CA,US,Northern America,Northern America,33.972515,-116.977248
Cherryville_NC_US,Cherryville,NC,US,Northern America,Northern America,35.378744,-81.378974
Chesapeake_VA_US,Chesapeake,VA,US,Northern America,Northern America,36.718371,-76.24668
Cheshire_CT_US,Cheshire,CT,US,Northern America,Northern America,41.498986,-72.900658
Chesnee_SC_US,Chesnee,SC,US,Northern America,Northern America,35.148455,-81.860937
Chester_IL_US,Chester,IL,US,Northern America,Northern America,39.849557,-75.355746
Chester_PA_US,Chester,PA,US,Northern America,Northern America,39.849557,-75.355746
Chester_VA_US,Chester,VA,US,Northern America,Northern America,37.356909,-77.442182
Chesterfield_MO_US,Chesterfield,MO,US,Northern America,Northern America,38.656057,-90.574203
Chesterfield_SC_US,Chesterfield,SC,US,Northern America,Northern America,32.758131,-79.991257
Chesterfield_VA_US,Chesterfield,VA,US,Northern America,Northern America,36.843759,-76.259939
Chestertown_MD_US,Chestertown,MD,US,Northern America,Northern America,39.208999,-76.066613
ChestnutHill_PA_US,Chestnut Hill,PA,US,Northern America,Northern America,33.275117,-87.601119
Cheswold_DE_US,Cheswold,DE,US,Northern America,Northern America,39.219279,-75.58576
Chetek_WI_US,Chetek,WI,US,Northern America,Northern America,45.314127,-91.651001
Cheverly_MD_US,Cheverly,MD,US,Northern America,Northern America,38.928167,-76.915807
ChevyChase_MD_US,Chevy Chase,MD,US,Northern America,Northern America,38.993207,-77.074383
Chewelah_WA_US,Chewelah,WA,US,Northern America,Northern America,48.276287,-117.715521
Cheyenne_WY_US,Cheyenne,WY,US,Northern America,Northern America,41.139981,-104.820246
Chiayi_TW,Chiayi,,TW,Eastern Asia,Asia,23.973937,120.982018
Chiba_Chiba_JP,Chiba,Chiba,JP,Eastern Asia,Asia,35.609985,140.118126
Chicago_IL_US,Chicago,IL,US,Northern America,Northern America,41.875555,-87.624421
ChicagoHeights_IL_US,Chicago Heights,IL,US,Northern America,Northern America,41.506283,-87.635708
Chichiriviche_VE,Chichiriviche,,VE,South America,Latin America and the Caribbean,10.549975,-67.240224
Chickasha_OK_US,Chickasha,OK,US,Northern America,Northern America,35.052565,-97.936433
Chico_CA_US,Chico,CA,US,Northern America,Northern America,39.728495,-121.837478
Chicopee_MA_US,Chicopee,MA,US,Northern America,Northern America,42.170733,-72.573315
ChicopeeBay_MA_US,Chicopee Bay,MA,US,Northern America,Northern America,42.148704,-72.607867
Chidlasha_OK_US,Chidlasha,OK,US,Northern America,Northern America,34.955082,-97.268406
Chihuahua_Chihuahua_MX,Chihuahua,Chihuahua,MX,Central America,Latin America and the Caribbean,28.660574,-106.074978
Chikugo_Fukuoka_JP,Chikugo,Fukuoka,JP,Eastern Asia,Asia,33.212243,130.504083
Chikushino_Fukuoka_JP,Chikushino,Fukuoka,JP,Eastern Asia,Asia,33.496243,130.515585
Chilapa_MX,Chilapa,,MX,Central America,Latin America and the Caribbean,15.959722,-96.6375
Childersburg_AL_US,Childersburg,AL,US,Northern America,Northern America,33.23196,-86.32728
Childress_TX_US,Childress,TX,US,Northern America,Northern America,34.426453,-100.204002
